index,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,
490,1/1/2019 6:25,3.02E+13,fraud_Pagac LLC,13,5.05,Danielle,Walker,F,9824 Mitchell Run,Powell Butte,OR,97753,44.2415,-121.0113,2016,Local government officer,12/25/1953,d44f496e9daab912914ac9513b038df2,1325399140,44.245679,-121.333658,0,0.886994683
5475,1/4/2019 14:06,6.30E+11,fraud_Yost-Rogahn,11,51.21,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,6/21/1978,d3b4cb702882a527fdee03837d9fa3d7,1325685971,49.568006,-117.707565,0,0.842853033
4722,1/3/2019 23:25,4.44E+12,fraud_Erdman-Durgan,6,43.6,Karen,Cooper,F,425 Caleb Point Apt. 050,San Diego,CA,92128,33.0067,-117.069,1241364,"Pharmacist, hospital",3/1/1960,032114e84c2978736e021824eaf9b0ed,1325633149,32.631954,-117.970064,0,0.213489847
102,1/1/2019 1:18,6.39E+11,fraud_Schmeler Inc,10,43.02,Dylan,Bonilla,M,2497 John Motorway Suite 922,Leetsdale,PA,15056,40.5662,-80.2099,1140,"Administrator, education",6/20/1986,d326f783a50d8654a38831c8ab97bee8,1325380690,41.419964,-79.957263,0,0.592583913
765283,11/24/2019 0:38,3.48E+14,fraud_Stracke-Lemke,5,258.82,Robert,James,M,18316 Cannon Place,Newport,ME,4953,44.8393,-69.2675,3228,Lexicographer,12/28/1995,8e5841c99abeade88651463fef6cf597,1353717537,44.724877,-69.976284,1,0.347855857
306392,5/28/2019 15:43,2.13E+14,"fraud_Streich, Dietrich and Barton",12,1014.68,Alan,Colon,M,748 Bryan Fields Suite 935,Riverton,WY,82501,43.0351,-108.2024,19408,"Lecturer, higher education",9/11/1993,f67e6a349ec5d87eebae1615148c9b8c,1338219808,43.901077,-108.324561,1,0.391954713
4833,1/4/2019 1:41,4.40001E+18,fraud_McDermott-Weimann,5,89.15,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",9/15/1980,9a2e343756cfd27ac1a80bfdcfe1c2d5,1325641274,40.593283,-97.944552,0,0.536994198
2100,1/1/2019 21:23,4.81E+12,fraud_Crona and Sons,8,19.6,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,2/7/1984,c79e94f918604141348966e350f24e8d,1325452985,32.614841,-84.187913,0,0.39855666
4246,1/3/2019 15:39,6.01137E+15,fraud_Medhurst PLC,12,83.38,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,9/15/1988,d758168fd99dba845d794ad314fdbff5,1325605182,40.347751,-81.254278,0,0.187686693
1201,1/1/2019 14:16,3.53433E+15,fraud_Ruecker-Mayert,8,47.61,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1/15/1978,ad41b97a3179a3344fe7526ac4ded571,1325427415,46.250381,-108.98283,0,0.876843647
3228,1/2/2019 18:58,2.13E+14,"fraud_Schumm, McLaughlin and Carter",2,34.99,Christopher,Luna,M,242 Brian Mountain,Laredo,TX,78040,27.5155,-99.4986,248858,Video editor,1/28/1971,1d5e959121c4262b6e6f6e18915b7d41,1325530684,26.921578,-99.930464,0,0.935158961
291,1/1/2019 3:49,4.09971E+15,fraud_Cartwright-Harris,5,62.03,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",7/7/1975,518732758e5ff5978ae71c49b43e4167,1325389780,39.202859,-78.247865,0,0.129513129
969480,1/26/2020 23:28,3.46E+14,fraud_Gerlach Inc,12,959.97,Sean,Miller,M,6340 Jeffrey Dale,Thornville,OH,43076,39.8974,-82.4071,9051,Audiological scientist,1/8/1983,1ac1638c32387aa46035eddd6313a56b,1359242895,39.846541,-83.071282,1,0.348858212
4781,1/4/2019 0:14,6.59725E+15,"fraud_Swaniawski, Lowe and Robel",13,27.16,Kyle,Wright,M,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,5/16/1968,2848ffc0e068554726c37191c9fe3baf,1325636069,43.321399,-94.515523,0,0.16433426
3828,1/3/2019 7:44,6.01144E+15,fraud_Bailey-Morar,5,207.48,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,4/8/1993,b74d09757da4cb061c066edb6e389576,1325576689,34.150111,-92.159541,0,0.019792149
5817,1/4/2019 18:35,3.02E+13,"fraud_Hintz, Bauch and Smith",6,21.64,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,3/24/1980,9151e40a226f01aa83fbdb9bb19e2bbb,1325702125,38.848256,-81.705464,0,0.285009122
494,1/1/2019 6:29,3.50418E+15,fraud_Dooley-Thompson,9,9.09,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",7/23/1992,b864305de02997f61f35b994fc38c92d,1325399344,39.995553,-83.56832,0,0.46787708
1119,1/1/2019 13:37,4.51E+12,fraud_Schuppe-Schuppe,2,130.77,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,3/15/1933,d4f72bbb16607c4ceef56864e0237b6b,1325425060,39.545984,-77.605444,0,0.231396411
557919,8/25/2019 23:05,2.72001E+15,fraud_Block-Parisian,9,742.53,Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,8/18/1980,606c76ed46a454e0beb76730fac8bcbf,1345935920,42.760618,-103.229842,1,0.243296284
673199,10/13/2019 23:02,6.5691E+15,fraud_Pouros-Haag,13,948.78,Steven,Johnson,M,7470 John Tunnel Suite 937,Aurora,CO,80014,39.6662,-104.835,389246,"Scientist, marine",12/12/1969,ea6ad0965416a3b06b5a633b5a9791f7,1350169357,40.487149,-105.434769,1,0.729634213
128872,3/11/2019 22:50,3.01E+13,fraud_Kuhic LLC,12,1052.39,Nicholas,Thornton,M,5270 Megan Burg Suite 756,Halma,MN,56729,48.6669,-96.5969,140,"Embryologist, clinical",1/6/1942,150d0bc174247781e06876687957b47d,1331506250,49.483111,-95.705885,1,0.79793194
4418,1/3/2019 18:40,3.76E+14,"fraud_Monahan, Bogisich and Ledner",10,2.49,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,69165,41.1558,-101.136,1789,Insurance broker,2/11/1982,7c2f7634a9b8e1e169e4efe1ccf69ded,1325616027,41.196425,-101.21898,0,0.004769418
2010,1/1/2019 20:42,4.65388E+15,"fraud_Runolfsdottir, Mueller and Hand",1,34.5,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",6/6/1999,994903fc6bdaac9c146f4f606efa6d66,1325450570,36.151447,-86.790962,0,0.498829214
415586,7/6/2019 23:02,3.78E+14,"fraud_Bins, Balistreri and Beatty",13,888.99,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",11/17/1964,65a24d330156e7bd9d919a4fa488b7a3,1341615765,41.671396,-73.279414,1,0.065642906
110326,3/4/2019 3:21,2.65785E+15,fraud_Kuhic Inc,5,309.75,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,11/1/1946,f6ae92fff995459dbc64ba808f976d51,1330831287,42.147318,-82.961794,1,0.472619285
395884,6/29/2019 23:21,4.09245E+18,fraud_Torphy-Goyette,13,806.06,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,28423,34.3091,-78.3372,2290,"Engineer, biomedical",12/7/1945,224d1a84cd1148a202c0086dd63315a1,1341012068,34.106354,-79.052494,1,0.92570815
4809,1/4/2019 0:59,3.58601E+15,"fraud_Boehm, Block and Jakubowski",10,2.71,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,2/29/1984,8c16b9d4585321a9ed30f66c2748e8f6,1325638748,47.291983,-122.177011,0,0.546488555
477922,7/28/2019 19:49,3.02E+13,"fraud_Ritchie, Oberbrunner and Cremin",14,10.69,Hayden,Sanders,M,8465 Reed Green Suite 559,Montandon,PA,17850,40.9661,-76.8575,645,Orthoptist,5/18/1974,b4b78f1c7ef6d041946a54e14da0d98b,1343504944,41.253293,-77.539469,1,0.061457337
5724,1/4/2019 17:25,6.53463E+15,fraud_Shanahan-Lehner,11,2.09,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,5461,44.3346,-73.098,4542,Claims inspector/assessor,3/19/1998,ddddd2631ef7832af82921df99ced35d,1325697926,43.844604,-73.137344,0,0.318988698
2656,1/2/2019 6:35,4.37734E+15,fraud_Bradtke PLC,5,42.98,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,37754,36.115,-84.0438,4729,"Geologist, wellsite",4/19/1982,b3eb520f523b6b832b22ecddb368f20b,1325486156,36.635189,-83.784777,0,0.922994363
19085,1/12/2019 15:36,4.66631E+18,fraud_Kihn Inc,13,644.4,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,68869,41.0233,-98.9041,2202,"Solicitor, Scotland",6/21/1974,c50735baa9016d1707cd945c5926f687,1326382606,40.834742,-99.895337,1,0.554609837
744930,11/14/2019 23:56,4.5506E+15,"fraud_Herman, Treutel and Dickens",9,857.69,Angela,West,F,9471 Wong Islands,Mansfield,OH,44902,40.7559,-82.5123,92985,Press photographer,5/29/1968,a482b158dc7cf63ba9d006a1ee2b2211,1352937395,41.152793,-83.374283,1,0.475246541
364420,6/17/2019 22:36,4.68274E+15,"fraud_Bradtke, Torp and Bahringer",11,48.28,Gregory,Webster,M,66035 Benjamin Villages,Syracuse,MO,65354,38.6547,-92.8929,628,"Radiographer, diagnostic",12/18/1961,b99f8686cf4ac9b948129f09d8976361,1339972618,38.998945,-92.806554,1,0.046912265
821434,12/8/2019 23:24,5.85E+11,fraud_Goyette Inc,12,856.21,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,8/13/1930,9a82c8c24b4f0229466af481e34e6943,1355009092,47.357834,-100.458551,1,0.329827738
1337,1/1/2019 15:18,3.81E+13,fraud_Bernier and Sons,8,13.62,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,9/11/1995,e2547a7d780a4424ee16ac1e280e3598,1325431083,30.777181,-94.312975,0,0.840929383
1549,1/1/2019 16:44,6.01169E+15,fraud_Bogisich-7nick,9,7.3,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",12/4/1995,1e4466d1c174b068c592f23cff67c65e,1325436282,46.179194,-93.180019,0,0.072573661
558020,8/25/2019 23:37,4.16287E+18,"fraud_Larkin, Stracke and Greenfelder",1,421.92,Jacqueline,Johnson,F,0467 Jerry Pines Apt. 640,Ridge Spring,SC,29129,33.8714,-81.6559,3164,Field trials officer,1/30/1961,59071ffa6cfed12e066a89d0c2c0ccb7,1345937861,34.436294,-81.9725,1,0.233226092
683244,10/18/2019 22:51,6.76E+11,"fraud_Zboncak, Rowe and Murazik",12,1128.1,Christopher,Henry,M,1198 Robert Stravenue Apt. 479,Armonk,NY,10504,41.136,-73.7009,7987,Television/film/video producer,3/16/1964,d87564a5a1d07a5861251dc287c50f47,1350600699,41.947473,-74.304581,1,0.415203464
325269,6/4/2019 3:35,3.55363E+15,fraud_Rempel Inc,12,970.12,Sharon,Johnson,F,7202 Jeffrey Mills,Conway,WA,98238,48.34,-122.3456,85,"Research officer, political party",9/1/1984,6929c8eb32c867f2ac4f7680a0641dc5,1338780923,47.664681,-122.717004,1,0.160629951
598527,9/11/2019 1:23,4.68E+12,fraud_Heidenreich PLC,5,312.41,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,7/1/1972,3abff75e07e041f7c4b5188c0146edcf,1347326601,29.447413,-92.265367,1,0.484437143
641497,9/29/2019 23:46,6.76E+11,"fraud_Langworth, Boehm and Gulgowski",12,1002.36,Brittany,Mccarthy,F,621 Reilly Road Apt. 756,Albany,NY,12207,42.656,-73.7508,151022,Sales executive,12/17/1957,4a1d3d15c04490f9028330edcc66436d,1348962407,41.875261,-73.97128,1,0.521215606
5138,1/4/2019 8:13,2.13E+14,fraud_Bailey-Morar,5,93.06,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),6/3/1984,7979da08eeef351a8b9fd3c00fe38597,1325664832,33.971933,-81.870584,0,0.077192697
1079,1/1/2019 13:20,3.74E+14,fraud_Feil-Morar,6,34.12,Daniel,Martinez,M,8510 Acevedo Burgs,Kent,OR,97033,45.0838,-120.6649,60,Museum education officer,4/3/1942,889fc238d9ed34c9da5fa4ba12607470,1325424033,45.659517,-120.745042,0,0.032178715
999962,2/14/2020 12:03,2.13E+14,"fraud_Streich, Rolfson and Wilderman",8,6.76,Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",9/1/1956,c93ad49792f9f024338849e626301da4,1360843430,44.378161,-123.480963,1,0.497870002
325208,6/4/2019 2:25,4.16976E+15,"fraud_Turner, Ruecker and Parisian",10,851.05,Jamie,Carr,F,55363 Aaron Circle Suite 450,Lawn,PA,17041,40.2236,-76.538,213,Special educational needs teacher,2/15/1972,ce32d9a8ce4c3bdb57109e303864c4b2,1338776745,39.421582,-76.388294,1,0.688675848
75355,2/13/2019 22:05,2.28875E+15,fraud_Bednar Group,9,801.83,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,1/24/1967,13a2673e3ee35a781310c5d6381d855d,1329170706,34.487789,-105.783679,1,0.983300664
771384,11/25/2019 22:51,4.36401E+15,"fraud_Stanton, Jakubowski and Baumbach",12,1076.69,Gary,Martinez,M,03512 Jackson Ports,Reno,NV,89512,39.5483,-119.7957,276896,Immunologist,3/12/1997,6bf6be91c48a2d7b56650d40d7a05f48,1353883900,40.223669,-119.149152,1,0.986472798
495,1/1/2019 6:29,3.02E+13,"fraud_Moen, Reinger and Murphy",5,102.1,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1/2/1976,af4f7e2b4bd4af575f3c204b484c0a19,1325399363,31.070756,-96.972356,0,0.421733007
822369,12/9/2019 3:23,2.26674E+15,fraud_Koepp-Parker,5,316.82,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,7/25/1972,1e787b206a1a9154a5f397dfaa6f6b40,1355023401,35.177042,-86.942305,1,0.478257333
311544,5/30/2019 23:20,4.30248E+15,fraud_Gleason-Macejkovic,12,994.15,Daniel,Cain,M,384 Newman Forks Apt. 370,Belmond,IA,50421,42.8511,-93.62,3032,Community pharmacist,8/8/1964,e109ff0a884fd3200dbafc88b1b404d4,1338420041,42.499543,-93.963322,1,0.077906809
635574,9/27/2019 23:00,3.59863E+15,fraud_Fisher Inc,12,1117.91,David,Hughes,M,707 Butler Parkways Apt. 747,Omaha,NE,68117,41.2064,-95.9953,518429,"Surveyor, land/geomatics",10/10/1995,34d5d877e08b1a02feb23427a5f3c4c0,1348786829,40.411281,-95.408853,1,0.671915636
1421,1/1/2019 15:51,2.72043E+15,"fraud_Okuneva, Schneider and Rau",13,5.23,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",8/22/1997,f7aab14c7b89a4ba2e42c9276baef225,1325433080,44.441182,-69.727338,0,0.948447646
1007577,2/17/2020 23:29,3.04E+13,fraud_Kling-Ernser,1,470.75,Kylie,Kirby,F,79816 Jackson Squares,Shedd,OR,97377,44.453,-123.1065,917,Radio broadcast assistant,7/8/1995,2dff6ed0233767e99b415b2a515b13c9,1361143751,45.338839,-123.296987,1,0.693644564
3119,1/2/2019 16:50,4.20E+12,"fraud_Hyatt, Russel and Gleichner",6,7.48,Christie,Williamson,F,519 Jerry Views,Avoca,IA,51521,41.4768,-95.3509,2036,Engineering geologist,8/20/1971,88d85f9e8af7034bd627ed73a516021e,1325523057,40.539669,-96.305504,0,0.015761169
4068,1/3/2019 13:04,6.30E+11,fraud_Rau-Grant,8,28.57,Meredith,Ayala,F,7107 Henderson Station,Cascade Locks,OR,97014,45.671,-121.8686,1288,Barrister,5/1/1936,c3b95e83594e6403044f03b3b5b4ab53,1325595856,45.576768,-121.826665,0,0.931743847
557324,8/25/2019 20:10,4.1687E+15,fraud_Jast Ltd,12,840.65,Kevin,Hawkins,M,92811 Jared Spur Apt. 345,Melville,NY,11747,40.7946,-73.403,19803,Police officer,12/29/1998,596dbb15144472a78beaf85d82d14a1c,1345925439,41.237273,-73.497877,1,0.493064377
74159,2/12/2019 23:02,4.21008E+18,fraud_Schmidt and Sons,12,1073.84,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.921,-122.7806,1420,Systems analyst,11/11/1965,0d7307f10a2a1ca7a7bed5c1e5c2d43d,1329087734,43.10308,-123.429968,1,0.391919592
570885,8/31/2019 2:36,3.06E+13,fraud_Lebsack and Sons,9,822.29,Daniel,Graham,M,28223 Ward Summit Apt. 664,Arvada,CO,80005,39.8422,-105.1097,122111,Hotel manager,5/23/1987,81e84d87e6cbc1bd88928147822ee893,1346380565,39.21414,-104.171187,1,0.377568032
2673,1/2/2019 6:59,3.79E+14,fraud_Dach-Nader,9,7.61,Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,5/1/1986,ba7d07e97760088d8a77cb0b4e209dff,1325487572,35.543931,-98.503974,0,0.013384299
776809,11/29/2019 3:26,4.73685E+18,fraud_Heidenreich PLC,5,334.52,Toni,Gomez,F,062 Carl Dam,Altona,NY,12910,44.8816,-73.6408,2148,"Surveyor, land/geomatics",5/23/1953,9ba5ce52ddeb65d17fe989abe004427b,1354159566,45.213131,-73.772429,1,0.487374003
4274,1/3/2019 16:02,4.81E+12,fraud_Weber and Sons,2,105.77,Kimberly,Castro,F,588 Smith Lights Suite 786,Rosewood,OH,43070,40.2158,-83.9579,133,Professor Emeritus,1/29/1954,f7a0af60b36271792d4d58c5476b5a34,1325606551,40.943578,-84.793579,0,0.426874043
297532,5/25/2019 23:16,3.71E+14,"fraud_Dare, Fritsch and Zboncak",6,19.36,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,12/24/1974,a9d4bd9031d2cabaabffa7e48c777610,1337987772,39.337344,-88.695627,1,0.152001547
2655,1/2/2019 6:35,6.76E+11,fraud_Dibbert and Sons,1,6.81,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",4/25/1961,d2c7b3330d633af1a525ab2134cd6b74,1325486146,33.458302,-117.876838,0,0.344013446
887,1/1/2019 11:11,3.58329E+15,"fraud_Stokes, Christiansen and Sipes",4,50.28,Deborah,Fisher,F,1911 Fisher Brook,Kirtland Afb,NM,87117,35.0203,-106.5503,310,"Surveyor, land/geomatics",9/30/1978,f994beb587e7e87a029fdff28a6a349f,1325416268,35.063619,-106.2421,0,0.973337829
1148,1/1/2019 13:51,4.37926E+18,fraud_Bednar PLC,8,31.98,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1/3/1974,bdcaad97c6d2074608aff277f78f1caf,1325425865,38.245863,-122.579289,0,0.945406051
1756,1/1/2019 18:32,3.5989E+15,"fraud_Koss, Hansen and Lueilwitz",7,43.9,Kenneth,Richards,M,994 Livingston Extensions Suite 918,Norwalk,OH,44857,41.2403,-82.6078,23805,Copy,2/22/1970,5f1724661763b5bbf841184b2c627dc2,1325442732,42.104614,-82.149469,0,0.308300053
670040,10/12/2019 22:57,4.2662E+15,fraud_Koelpin and Sons,9,783.22,Joshua,Bryant,M,5452 Patricia Inlet Apt. 280,Nelson,NE,68961,40.201,-98.0684,732,Television/film/video producer,12/13/1956,c3390c5f098a5bf6144e4924310f0a61,1350082634,39.502579,-97.087819,1,0.92764342
596681,9/9/2019 22:03,3.05E+13,"fraud_Cremin, Hamill and Reichel",10,6.58,Austin,Phillips,M,89871 Woodard Spring Suite 714,Mineral,VA,23117,37.9986,-77.8781,9141,Personnel officer,3/15/1938,b8de2a52dd44e64027ca4abcd2b297ff,1347228230,37.251771,-78.194177,1,0.792933529
128486,3/11/2019 20:15,4.50E+12,fraud_Bednar Group,9,811.54,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,4/7/1965,9ea27ba2d0edefac45dd4ac841c65acf,1331496927,38.313873,-76.100073,1,0.698630159
283932,5/19/2019 23:51,6.5022E+15,fraud_Lemke-Gutmann,12,1206.13,Nathan,Byrd,M,155 Gregory Mount Suite 791,Red Cliff,CO,81649,39.4584,-106.3851,277,Human resources officer,4/3/1985,c66eb12d0825b794d6d77836600c4f77,1337471513,39.355581,-105.788249,1,0.429201002
4446,1/3/2019 19:05,4.45773E+18,"fraud_Cole, Hills and Jewess",7,71.32,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,5/19/1987,a2ecdb07a6ba978d0526efe641c13b7d,1325617500,39.038117,-120.582055,0,0.670533262
170149,3/31/2019 0:01,4.62945E+15,fraud_Bailey-Morar,5,310.48,Karen,Warren,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",12/26/1997,7cbf3f5d023693b4abc9ec37682d4913,1333152062,30.661298,-83.658646,1,0.505196686
1144,1/1/2019 13:49,4.51283E+18,"fraud_Yost, Schamberger and Windler",8,65.96,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,7/25/1983,7d953673c09de0b9d5723d81d2a8d078,1325425745,40.600949,-79.847831,0,0.153604449
1812,1/1/2019 19:02,5.59635E+15,"fraud_Witting, Beer and Ernser",7,18.54,Joseph,Moody,M,5901 Foster Pine,Kenner,LA,70062,29.9912,-90.2479,68211,"Engineer, petroleum",4/23/1941,803f99e407f43e16fd7f532185fa9bb3,1325444576,29.065495,-89.275929,0,0.721121188
5291,1/4/2019 11:09,4.6816E+15,fraud_Cummings LLC,3,105.68,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.731,16183,Physiotherapist,8/12/1977,7e662561a40aa202008341d5ed77de54,1325675370,39.591845,-80.854736,0,0.610496248
481561,7/29/2019 18:49,6.01138E+15,fraud_Waters-Cruickshank,6,22.56,Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,7/13/1973,ab1bd292321fd4937911af0827e93991,1343587761,41.78436,-104.99417,1,0.576857178
278283,5/17/2019 23:58,4.44953E+15,fraud_Kuhic LLC,12,1026.88,Felicia,Mckee,F,84079 Thomas Burgs,Tomales,CA,94971,38.2427,-122.9145,337,Occupational psychologist,7/5/1954,c861e98ffb642fd9210eec748513f668,1337299095,39.140867,-122.209983,1,0.810900491
3287,1/2/2019 20:00,3.50151E+15,"fraud_Schmeler, Bashirian and Price",12,10.1,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",1/2/1979,902f5104a5f8176705460bad5d8cf084,1325534403,26.748713,-81.414705,0,0.950499791
5661,1/4/2019 16:37,3.43E+14,fraud_Jakubowski Inc,7,122.42,Gloria,Wallace,F,234 Bridges Wells Apt. 389,Center Tuftonboro,NH,3816,43.6849,-71.2551,1368,"Optician, dispensing",8/5/1971,139398c387431e6b9b15f1ca35a8ae5e,1325695035,43.965622,-71.518484,0,0.127022896
640469,9/29/2019 17:29,3.50238E+15,fraud_Jaskolski-Vandervort,9,790.29,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",11/30/1948,de058a94d315204c3e8ae9ebbeeb3595,1348939755,29.987703,-95.860817,1,0.125545037
1838,1/1/2019 19:13,3.59312E+15,fraud_Bode-Rempel,8,1.96,Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,5/10/1959,8c5aee57c2343f32b1d36e5e3cbf076f,1325445192,44.16439,-68.82781,0,0.288014337
3073,1/2/2019 16:03,3.77E+14,fraud_Bashirian Group,12,6.75,Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,10/27/1974,4bda4b2961621699fae40e048bb5db9c,1325520193,38.306799,-90.494547,0,0.792812034
732,1/1/2019 9:30,1.80E+14,"fraud_Yost, Block and Koepp",10,76.86,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,2/15/1964,013bb37031feca71e72bac7e92c4e281,1325410200,39.424532,-76.856695,0,0.425749874
744910,11/14/2019 23:43,5.12741E+15,fraud_Kozey-Boehm,12,999.76,David,Campbell,M,2989 Murray Inlet,Washington,DC,20017,38.9367,-76.994,601723,"Psychotherapist, child",2/4/1991,b0613ce054815d8507ff430356636f15,1352936589,38.925431,-76.895631,1,0.980352776
4384,1/3/2019 18:07,4.45773E+18,fraud_Champlin and Sons,7,89.46,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,5/19/1987,a11b52f61afbbf3de888c26e55ab5d09,1325614041,38.001725,-121.617641,0,0.811215508
3524,1/2/2019 23:46,4.63496E+15,fraud_Gottlieb Group,8,21.23,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",12/26/1973,b6d9b156b327956ba6e7401b55943077,1325548009,41.436458,-96.83658,0,0.910385762
567971,8/29/2019 22:54,1.80E+14,"fraud_Yost, Schamberger and Windler",8,18.06,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",9/22/1972,58f5780b3c2cd42fcfbec793574157c4,1346280843,34.498558,-116.311879,1,0.514355293
